cnvFiles,siteID,sampleDateTime,SITE_ID,stationDepth,Latitude,Longitude
2011 CTD DATA/200_07-19-11_Laurentian/raw/200_2011_07-19-11_Mmid.hex_bin.cnv,NA,NA,NA,NA,NA,NA
2011 CTD DATA/HAV 207_7-26-11_Laurentian/26July2011/RAW/july26.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/3-13-2012/raw/073-12_0758000.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/3-13-2012/raw/073-12_0758000.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/3-13-2012/raw/073-12_0758001.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/3-13-2012/raw/073-12_0758001.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/3-13-2012/raw/073-12_0758002.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/3-13-2012/raw/073-12_0758002.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/6-26-2012/raw/0758_219019.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/6-26-2012/raw/0758_219019.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/6-26-2012/raw/0758_219020.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/6-26-2012/raw/0758_219020.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/6-26-2012/raw/0758_219021.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/6-26-2012/raw/0758_219021.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/7-26-2012/Raw/0758_219028.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/7-26-2012/Raw/0758_219028.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/7-26-2012/Raw/0758_219029.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/7-26-2012/Raw/0758_219029.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/7-26-2012/Raw/0758_219030.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/7-26-2012/Raw/0758_219030.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/7-26-2012/Raw/0758_219031.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/7-26-2012/Raw/0758_219031.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/7-5-2012/raw/7-5-12_0758_022.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/7-5-2012/raw/7-5-12_0758_022.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/7-5-2012/raw/7-5-12_0758_023.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/7-5-2012/raw/7-5-12_0758_023.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/7-5-2012/raw/7-5-12_0758_024.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/7-5-2012/raw/7-5-12_0758_024.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/8-7-2012/Raw/0758_219036.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/8-7-2012/Raw/0758_219036.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/8-7-2012/Raw/0758_219037.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/8-7-2012/Raw/0758_219037.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/8-7-2012/Raw/0758_219038.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/0758/8-7-2012/Raw/0758_219038.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/6659/073-12_6659/raw/073-12145.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/6659/073-12_6659/raw/073-12145.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/6659/073-12_6659/raw/073-12146.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/6659/073-12_6659/raw/073-12146.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/6659/073-12_6659/raw/073-12147.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/6659/073-12_6659/raw/073-12147.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/6659/073-12_6659/raw/073-12148.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/6659/073-12_6659/raw/073-12148.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/6659/073-12_6659/raw/073-12149.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/6659/073-12_6659/raw/073-12149.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/6659/127-12_6659/raw/127-12_5-6-2012_6659_MID.bin.cnv,NA,NA,NA,NA,NA,NA
2012 CTD files/6659/127-12_6659/raw/127-12_5-6-2012_6659_MID.cnv,NA,NA,NA,NA,NA,NA
2013 CTD files/758/015-13/raw/015-2013_0758008.bin.cnv,NA,NA,NA,NA,NA,NA
2013 CTD files/758/015-13/raw/015-2013_0758008.cnv,NA,NA,NA,NA,NA,NA
2013 CTD files/758/015-13/raw/015-2013_0758009.bin.cnv,NA,NA,NA,NA,NA,NA
2013 CTD files/758/015-13/raw/015-2013_0758009.cnv,NA,NA,NA,NA,NA,NA
2013 CTD files/758/015-13/raw/015-2013_0758010.bin.cnv,NA,NA,NA,NA,NA,NA
2013 CTD files/758/015-13/raw/015-2013_0758010.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/111-14/cnv/111_14000.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/111-14/cnv/111_14001.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/111-14/cnv/111_14002.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/111-14/cnv/111_14003.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/120-14/cnv/12014000.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/120-14/cnv/12014001.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/120-14/cnv/12014002.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/120-14/cnv/12014003.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/120-14/cnv/12014004.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/120-14/cnv/12014005.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/134-14/cvn/134_14000.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/134-14/cvn/134_14001.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/134-14/cvn/134_14002.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/134-14/cvn/134_14003.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/134-14/cvn/134_14004.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/134-14/cvn/134_14005.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/134-14/cvn/134_14006.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/134-14/cvn/134_14007.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/134-14/cvn/134_14008.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/134-14/cvn_2/134_14000.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/134-14/cvn_2/134_14001.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/134-14/cvn_2/134_14002.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/134-14/cvn_2/134_14003.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/134-14/cvn_2/134_14004.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/142_14/cnv/5_22_14000.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/142_14/cnv/5_22_14001.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/142_14/cnv/5_22_14002.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/191-14/cnv/7_10_14000.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/191-14/cnv/7_10_14001.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/191-14/cnv/7_10_14002.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/245-14/cnv/0758000.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/245-14/cnv/0758001.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/245-14/cnv/0758002.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/246-14/cnv/0758003.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/246-14/cnv/0758004.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/246-14/cnv/0758005.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/246-14/cnv/0758006.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/246-14/cnv/0758007.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/246-14/cnv_2/0758003.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/246-14/cnv_2/0758004.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/246-14/cnv_2/0758005.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/246-14/cnv_2/0758006.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/246-14/cnv_2/0758007.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/258-14/cnv/0758008.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/258-14/cnv/0758009.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/258-14/cnv/0758010.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/261-14/cnv/0758011.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/261-14/cnv/0758012.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/261-14/cnv/0758013.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/287-14/cnv/0758000.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/287-14/cnv/0758001.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/289-14/cnv/0758002.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/289-14/cnv/0758003.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/289-14/cnv/0758004.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/338-14/cnv/12000.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/338-14/cnv/12001.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/338-14/cnv/12002.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/338-14/cnv/12003.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/338-14/cnv/12004.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/338-14/cnv/12005.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/338-14/cnv/12006.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/338-14/cnv/12007.cnv,NA,NA,NA,NA,NA,NA
2014 CTD files/0758/Pothoven/352-14/cnv/352-14000.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/3-24-15/cnv/83_15000.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/3-24-15/cnv/83_15001.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/3-24-15/cnv/83_15002.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-1-15/cnv/0758000.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-1-15/cnv/0758001.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-1-15/cnv/0758002.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-1-15/cnv/0758003.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-1-15/cnv/0758004.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-14-15/cnv/0758000.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-14-15/cnv/0758001.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-14-15/cnv/0758002.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-14-15/cnv/0758003.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-14-15/cnv/0758004.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-14-15/cnv/0758005.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-14-15/cnv/0758006.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-15-15/cnv/0758007.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-15-15/cnv/0758008.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-15-15/cnv/0758009.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-6-15/cnv/0758005.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-6-15/cnv/0758006.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/4-6-15/cnv/0758007.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/5-11-15/cnv/51115000.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/5-11-15/cnv/51115001.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/5-11-15/cnv/51115002.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/5-11-15/cnv/51115003.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/5-11-15/cnv/51115004.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/5-11-15/cnv/51115005.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/5-11-15/cnv/51115006.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/5-14-15/cnv/51115007.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/5-14-15/cnv/51115008.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/5-26-15/cnv/52715000.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/5-26-15/cnv/52715001.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/6-1-15/cnv/52715002.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/6-1-15/cnv/52715003.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/6-1-15/cnv/52715004.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/6-15-15/cnv/167000.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/6-15-15/cnv/167001.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/6-15-15/cnv/167002.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/6-17-15/cnv/167003.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/6-2-15/cnv/52715005.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/6-2-15/cnv/52715006.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/6-2-15/cnv/52715007.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/6-2-15/cnv/52715008.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/0758/Pothoven/6-2-15/cnv/52715009.cnv,NA,NA,NA,NA,NA,NA
2015_CTD/Laurentian/Hank_2015/10Aug15_Spatial/cnv/45day12aug2015.cnv,NA,NA,NA,NA,NA,NA
2016 CTD files/1635/Pothoven/10_6_16/cnv/1635000.cnv,NA,NA,NA,NA,NA,NA
2016 CTD files/1635/Pothoven/10_6_16/cnv/1635001.cnv,NA,NA,NA,NA,NA,NA
2016 CTD files/1635/Pothoven/10_6_16/cnv/1635002.cnv,NA,NA,NA,NA,NA,NA
2016 CTD files/Laurentian/Hank_2016/2may16/cnv/M415D 050616.cnv,NA,NA,NA,NA,NA,NA
2016 CTD files/Laurentian/Pothoven_2016/7_19_16/cnv/110.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/107-17/cnv/107-17_4-17-17.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/215-17/cnv/1635006.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/215-17/cnv/1635007.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/215-17/cnv/1635008.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/215-17/cnv/1635010.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/215-17/cnv/1635011.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/254-17/cnv/1635008.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/254-17/cnv/1635009.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/254-17/cnv/1635010.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/255-17/raw/1635011.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/255-17/raw/1635012.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/255-17/raw/1635013.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/255-17/raw/1635014.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/255-17/raw/1635015.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/278-17/cnv/1635003.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/278-17/cnv/1635004.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/278-17/cnv/1635005.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/278-17/cnv/1635006.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/278-17/cnv/1635007.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/278-17/cnv/1635008.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/278-17/cnv/1635009.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/289-17/cnv/1635010.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/289-17/cnv/1635011.cnv,NA,NA,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/289-17/cnv/1635012.cnv,NA,NA,NA,NA,NA,NA
2018 CTD files/1635/Pothoven/113-18/cnv/113-18000.cnv,NA,NA,NA,NA,NA,NA
2018 CTD files/1635/Pothoven/113-18/cnv/113-18001.cnv,NA,NA,NA,NA,NA,NA
2018 CTD files/1635/Pothoven/113-18/cnv/113-18002.cnv,NA,NA,NA,NA,NA,NA
2018 CTD files/1635/Pothoven/113-18/cnv/113-18003.cnv,NA,NA,NA,NA,NA,NA
2018 CTD files/1635/Pothoven/113-18/cnv/113-18004.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/4-24-19/cnv/1635000.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/4-24-19/cnv/1635001.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/8-2-19/cnv/1635000.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/8-2-19/cnv/1635001.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/8-2-19/cnv/1635002.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/8-2-19/cnv/1635003.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/8-2-19/cnv/1635004.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/8-2-19/cnv/1635005.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/8-2-19/cnv/1635006.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/8-2-19/cnv/1635007.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/8-2-19/cnv/1635008.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/9-24-19/cnv/1635000.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/9-24-19/cnv/1635001.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/9-24-19/cnv/1635002.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/9-5-19/cnv/September2019001.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/9-5-19/cnv/September2019002.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/9-5-19/cnv/September2019003.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/9-5-19/cnv/September2019004.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/9-5-19/cnv/September2019005.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/9-5-19/cnv/September2019006.cnv,NA,NA,NA,NA,NA,NA
2019 CTD files/1635/9-5-19/cnv/September2019007.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/282_20/cnv/282_empty.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/293-20/cnv/1635000.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/293-20/cnv/1635001.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/293-20/cnv/1635002.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/293-20/cnv/1635003.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/70-20/cnv/1635000.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/70-20/cnv/1635001.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/70-20/cnv/1635002.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/70-20/cnv/1635003.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/70-20/cnv/1635004.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/70-20/cnv/1635005.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/70-20/cnv/1635006.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/70-20/cnv/1635007.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/76-20/cnv/1635000.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/76-20/cnv/1635001.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/76-20/cnv/1635002.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/76-20/cnv/1635003.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/76-20/cnv/1635004.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/76-20/cnv/1635005.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/76-20/cnv/1635006.cnv,NA,NA,NA,NA,NA,NA
2020 CTD files/1635/76-20/cnv/1635007.cnv,NA,NA,NA,NA,NA,NA
2022 CTD files/6659/Pothoven/193-22/cnv/193-22_0001.cnv,NA,NA,NA,NA,NA,NA
2022 CTD files/6659/Pothoven/193-22/cnv/193-22_0002.cnv,NA,NA,NA,NA,NA,NA
2022 CTD files/6659/Pothoven/193-22/cnv/193-22_0003.cnv,NA,NA,NA,NA,NA,NA
2022 CTD files/6659/Pothoven/193-22/cnv/193-22_0004.cnv,NA,NA,NA,NA,NA,NA
2022 CTD files/6659/Pothoven/193-22/cnv/193-22_0005.cnv,NA,NA,NA,NA,NA,NA
